month,top_priority_ids_json,top_anomalies_json,strongest_signal_ids_json,benchmark_summary_json,health_summary_json
2020-10-01,"[{""priority_id"": ""2020-10-01_ecommerce_unique_visitors"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.88}, {""priority_id"": ""2020-10-01_ecommerce_visits"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.88}, {""priority_id"": ""2020-10-01_streaming_daily_users"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""other_channel_visits"", ""metric_value"": 0.04, ""deviation_from_seasonal_baseline"": -0.6496}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""unique_visitors"", ""metric_value"": 204276.2628, ""deviation_from_seasonal_baseline"": -0.5517}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""visits"", ""metric_value"": 309304.8889, ""deviation_from_seasonal_baseline"": -0.5429}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 7, ""avg_gap_to_peer_median"": 83619.1782, ""worst_gap_to_peer_median"": -163162.1622}","{""metric_count"": 59, ""good_count"": 21, ""review_count"": 29, ""stable_count"": 9, ""avg_abs_deviation"": 0.2906}"
2020-11-01,"[{""priority_id"": ""2020-11-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.96}, {""priority_id"": ""2020-11-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}, {""priority_id"": ""2020-11-01_streaming_unique_visitors"", ""priority_rank"": 3, ""priority_title"": ""Growth Risk in Streaming"", ""priority_category"": ""growth risk"", ""priority_score"": 0.84}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""logged_users"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.6842}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""streamers"", ""metric_value"": 21267.3405, ""deviation_from_seasonal_baseline"": -0.5405}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""subscriptions"", ""metric_value"": 6805.5489, ""deviation_from_seasonal_baseline"": -0.4921}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 6, ""avg_gap_to_peer_median"": 107653.4946, ""worst_gap_to_peer_median"": -106643.8343}","{""metric_count"": 59, ""good_count"": 22, ""review_count"": 27, ""stable_count"": 10, ""avg_abs_deviation"": 0.2442}"
2020-12-01,"[{""priority_id"": ""2020-12-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 1.0}, {""priority_id"": ""2020-12-01_ecommerce_cart_value"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.88}, {""priority_id"": ""2020-12-01_ecommerce_visits"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""logged_users"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.6471}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""search_organic_purchases"", ""metric_value"": 0.2, ""deviation_from_seasonal_baseline"": -0.5312}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""other_channels_purchases"", ""metric_value"": 0.04, ""deviation_from_seasonal_baseline"": -0.5152}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 110883.6744, ""worst_gap_to_peer_median"": -245907.4761}","{""metric_count"": 59, ""good_count"": 37, ""review_count"": 11, ""stable_count"": 11, ""avg_abs_deviation"": 0.3025}"
2021-01-01,"[{""priority_id"": ""2021-01-01_main_website_bounce_rate"", ""priority_rank"": 1, ""priority_title"": ""Engagement Opportunity in Main Website"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.76}, {""priority_id"": ""2021-01-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.76}, {""priority_id"": ""2021-01-01_ecommerce_net_sales"", ""priority_rank"": 3, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.7257}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.012, ""deviation_from_seasonal_baseline"": -0.8411}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.008, ""deviation_from_seasonal_baseline"": -0.8411}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.8154}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 201847.565, ""worst_gap_to_peer_median"": -1.8411}","{""metric_count"": 59, ""good_count"": 29, ""review_count"": 19, ""stable_count"": 11, ""avg_abs_deviation"": 0.2685}"
2021-02-01,"[{""priority_id"": ""2021-02-01_streaming_subscriptions"", ""priority_rank"": 1, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2021-02-01_ecommerce_cart_value"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.7672}, {""priority_id"": ""2021-02-01_fan_app_app_downloads"", ""priority_rank"": 3, ""priority_title"": ""Growth Risk in Fan App"", ""priority_category"": ""growth risk"", ""priority_score"": 0.76}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""social_organic_purchases"", ""metric_value"": 0.04, ""deviation_from_seasonal_baseline"": -0.6712}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""marketing_plays"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.6211}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""checkout_rate"", ""metric_value"": 0.0219, ""deviation_from_seasonal_baseline"": -0.6169}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 217087.1093, ""worst_gap_to_peer_median"": -1.8117}","{""metric_count"": 59, ""good_count"": 22, ""review_count"": 23, ""stable_count"": 14, ""avg_abs_deviation"": 0.2054}"
2021-03-01,"[{""priority_id"": ""2021-03-01_ecommerce_net_sales"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8}, {""priority_id"": ""2021-03-01_streaming_subscriptions"", ""priority_rank"": 2, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}, {""priority_id"": ""2021-03-01_main_website_bounce_rate"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Main Website"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.76}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""other_channels_purchases"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.64}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""checkout_rate"", ""metric_value"": 0.0234, ""deviation_from_seasonal_baseline"": -0.5902}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.4706}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 194537.3747, ""worst_gap_to_peer_median"": -3.4586}","{""metric_count"": 59, ""good_count"": 16, ""review_count"": 33, ""stable_count"": 10, ""avg_abs_deviation"": 0.1976}"
2021-04-01,"[{""priority_id"": ""2021-04-01_streaming_subscriptions"", ""priority_rank"": 1, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2021-04-01_ecommerce_conversion_rate"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.7609}, {""priority_id"": ""2021-04-01_main_website_bounce_rate"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Main Website"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.76}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""marketing_purchases"", ""metric_value"": 0.22, ""deviation_from_seasonal_baseline"": -0.3788}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""other_traffic_plays"", ""metric_value"": 0.09, ""deviation_from_seasonal_baseline"": -0.3292}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""checkout_rate"", ""metric_value"": 0.0398, ""deviation_from_seasonal_baseline"": -0.2982}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 532395.767, ""worst_gap_to_peer_median"": -1.469}","{""metric_count"": 59, ""good_count"": 27, ""review_count"": 22, ""stable_count"": 10, ""avg_abs_deviation"": 0.2789}"
2021-05-01,"[{""priority_id"": ""2021-05-01_ecommerce_unique_visitors"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2021-05-01_ecommerce_visits"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2021-05-01_ecommerce_conversion_rate"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.846}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""logged_users"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.6129}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""search_organic_plays"", ""metric_value"": 0.12, ""deviation_from_seasonal_baseline"": -0.382}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""other_channels_purchases"", ""metric_value"": 0.06, ""deviation_from_seasonal_baseline"": -0.28}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 484452.4728, ""worst_gap_to_peer_median"": -126480.1137}","{""metric_count"": 59, ""good_count"": 31, ""review_count"": 21, ""stable_count"": 7, ""avg_abs_deviation"": 0.3016}"
2021-06-01,"[{""priority_id"": ""2021-06-01_ecommerce_net_sales"", ""priority_rank"": 1, ""priority_title"": ""Engagement Opportunity in Ecommerce"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2021-06-01_streaming_subscriptions"", ""priority_rank"": 2, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2021-06-01_ecommerce_conversion_rate"", ""priority_rank"": 3, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.7602}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""app_push_visits"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.9167}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""search_organic_purchases"", ""metric_value"": 0.16, ""deviation_from_seasonal_baseline"": -0.6272}, {""anomaly_rank"": 3, ""asset_name"": ""main_website"", ""metric_name"": ""logged_users"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.6129}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 1, ""avg_gap_to_peer_median"": 416064.9403, ""worst_gap_to_peer_median"": -0.5328}","{""metric_count"": 59, ""good_count"": 30, ""review_count"": 24, ""stable_count"": 5, ""avg_abs_deviation"": 0.3851}"
2021-07-01,"[{""priority_id"": ""2021-07-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9282}, {""priority_id"": ""2021-07-01_streaming_video_play_rate"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2021-07-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""matchday_visits"", ""metric_value"": 39745.1282, ""deviation_from_seasonal_baseline"": -0.8418}, {""anomaly_rank"": 2, ""asset_name"": ""fan_app"", ""metric_name"": ""other_channel_visits"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.8125}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""app_push_visits"", ""metric_value"": 0.07, ""deviation_from_seasonal_baseline"": -0.7083}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 459901.7874, ""worst_gap_to_peer_median"": -2.9776}","{""metric_count"": 59, ""good_count"": 27, ""review_count"": 24, ""stable_count"": 8, ""avg_abs_deviation"": 0.3058}"
2021-08-01,"[{""priority_id"": ""2021-08-01_ecommerce_cart_value"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.8133}, {""priority_id"": ""2021-08-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Engagement Opportunity in Ecommerce"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2021-08-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.018, ""deviation_from_seasonal_baseline"": -0.7989}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.012, ""deviation_from_seasonal_baseline"": -0.7989}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""deeplink_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.5556}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 979532.6957, ""worst_gap_to_peer_median"": -4.3648}","{""metric_count"": 59, ""good_count"": 38, ""review_count"": 15, ""stable_count"": 6, ""avg_abs_deviation"": 0.4494}"
2021-09-01,"[{""priority_id"": ""2021-09-01_ecommerce_cart_value"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.8133}, {""priority_id"": ""2021-09-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Engagement Opportunity in Ecommerce"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2021-09-01_ecommerce_conversion_rate"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.7806}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.8182}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""other_traffic_plays"", ""metric_value"": 0.04, ""deviation_from_seasonal_baseline"": -0.7055}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""social_organic_purchases"", ""metric_value"": 0.04, ""deviation_from_seasonal_baseline"": -0.6667}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 323067.0065, ""worst_gap_to_peer_median"": -3.8309}","{""metric_count"": 59, ""good_count"": 35, ""review_count"": 13, ""stable_count"": 11, ""avg_abs_deviation"": 0.2367}"
2021-10-01,"[{""priority_id"": ""2021-10-01_streaming_daily_users"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2021-10-01_main_website_unique_visitors"", ""priority_rank"": 2, ""priority_title"": ""Growth Risk in Main Website"", ""priority_category"": ""growth risk"", ""priority_score"": 0.84}, {""priority_id"": ""2021-10-01_ecommerce_cart_value"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.8109}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""other_channel_visits"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.7949}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""subscriptions"", ""metric_value"": 5203.8787, ""deviation_from_seasonal_baseline"": -0.7811}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""streamers"", ""metric_value"": 23653.994, ""deviation_from_seasonal_baseline"": -0.729}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 6, ""avg_gap_to_peer_median"": 176521.2583, ""worst_gap_to_peer_median"": -29617.2693}","{""metric_count"": 59, ""good_count"": 18, ""review_count"": 32, ""stable_count"": 9, ""avg_abs_deviation"": 0.2291}"
2021-11-01,"[{""priority_id"": ""2021-11-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.9333}, {""priority_id"": ""2021-11-01_main_website_unique_visitors"", ""priority_rank"": 2, ""priority_title"": ""Growth Risk in Main Website"", ""priority_category"": ""growth risk"", ""priority_score"": 0.84}, {""priority_id"": ""2021-11-01_streaming_daily_users"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""other_channels_purchases"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.871}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.6026}, {""anomaly_rank"": 3, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.6026}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 6, ""avg_gap_to_peer_median"": 133859.5495, ""worst_gap_to_peer_median"": -189.19}","{""metric_count"": 59, ""good_count"": 19, ""review_count"": 24, ""stable_count"": 16, ""avg_abs_deviation"": 0.2359}"
2021-12-01,"[{""priority_id"": ""2021-12-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.9333}, {""priority_id"": ""2021-12-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Engagement Opportunity in Ecommerce"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2021-12-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""streaming"", ""metric_name"": ""streamers"", ""metric_value"": 48872.3782, ""deviation_from_seasonal_baseline"": -0.4518}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""search_organic_purchases"", ""metric_value"": 0.26, ""deviation_from_seasonal_baseline"": -0.4157}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""search_organic_plays"", ""metric_value"": 0.12, ""deviation_from_seasonal_baseline"": -0.3766}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 432365.0586, ""worst_gap_to_peer_median"": -55082.7568}","{""metric_count"": 59, ""good_count"": 31, ""review_count"": 13, ""stable_count"": 15, ""avg_abs_deviation"": 0.2888}"
2022-01-01,"[{""priority_id"": ""2022-01-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9353}, {""priority_id"": ""2022-01-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8}, {""priority_id"": ""2022-01-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""marketing_purchases"", ""metric_value"": 0.12, ""deviation_from_seasonal_baseline"": -0.6643}, {""anomaly_rank"": 2, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.6129}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""items"", ""metric_value"": 7603.7787, ""deviation_from_seasonal_baseline"": -0.4348}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 240786.4646, ""worst_gap_to_peer_median"": -2.659}","{""metric_count"": 59, ""good_count"": 19, ""review_count"": 27, ""stable_count"": 13, ""avg_abs_deviation"": 0.1787}"
2022-02-01,"[{""priority_id"": ""2022-02-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9979}, {""priority_id"": ""2022-02-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}, {""priority_id"": ""2022-02-01_ecommerce_net_sales"", ""priority_rank"": 3, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""streaming"", ""metric_name"": ""subscriptions"", ""metric_value"": 6990.6498, ""deviation_from_seasonal_baseline"": -0.7092}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""unique_visitors"", ""metric_value"": 241473.2236, ""deviation_from_seasonal_baseline"": -0.6791}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""streamers"", ""metric_value"": 27962.5993, ""deviation_from_seasonal_baseline"": -0.6749}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 90057.834, ""worst_gap_to_peer_median"": -5058.0826}","{""metric_count"": 59, ""good_count"": 14, ""review_count"": 35, ""stable_count"": 10, ""avg_abs_deviation"": 0.2713}"
2022-03-01,"[{""priority_id"": ""2022-03-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9249}, {""priority_id"": ""2022-03-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2022-03-01_streaming_unique_visitors"", ""priority_rank"": 3, ""priority_title"": ""Growth Risk in Streaming"", ""priority_category"": ""growth risk"", ""priority_score"": 0.88}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.006, ""deviation_from_seasonal_baseline"": -0.9277}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.004, ""deviation_from_seasonal_baseline"": -0.9277}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.8}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 8, ""avg_gap_to_peer_median"": 494650.9515, ""worst_gap_to_peer_median"": -128088.1168}","{""metric_count"": 59, ""good_count"": 22, ""review_count"": 28, ""stable_count"": 9, ""avg_abs_deviation"": 0.2934}"
2022-04-01,"[{""priority_id"": ""2022-04-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8688}, {""priority_id"": ""2022-04-01_streaming_subscriptions"", ""priority_rank"": 2, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2022-04-01_main_website_unique_visitors"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Main Website"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.76}]","[{""anomaly_rank"": 1, ""asset_name"": ""streaming"", ""metric_name"": ""other_traffic_plays"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.7919}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""marketing_purchases"", ""metric_value"": 0.21, ""deviation_from_seasonal_baseline"": -0.4085}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""other_channel_visits"", ""metric_value"": 0.07, ""deviation_from_seasonal_baseline"": -0.3684}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 814907.0261, ""worst_gap_to_peer_median"": -3.1482}","{""metric_count"": 59, ""good_count"": 34, ""review_count"": 15, ""stable_count"": 10, ""avg_abs_deviation"": 0.3112}"
